# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 5.0.0
# Date file generated (UTC): 2022-01-11 23:00
Your Input	Gene ID	Gene Symbol	Gene Name	Species	NCBI ID	ENSEMBL ID	UniProtKB ID	PANTHER ID	Synonym	Mouse Ortholog
HGNC:9074	HGNC:9074	PLGLA	plasminogen like A (pseudogene)	Homo sapiens	285189	ENSG00000240935	Q15195	N.A.	plasminogen-like A (pseudogene) | PRGA | PLGP2 | plasminogen pseudogene 2 | PLGLA1	N.A.
HGNC:9075	HGNC:9075	SERPINF2	serpin family F member 2	Homo sapiens	5345	ENSG00000276838	P08697 | A0A0G2JPA8 | A0A0J9YY65 | A0A3G2WJ85 | C9JMH6 | C9JPV4 | A0A0J9YWQ3	PTHR11461	ALPHA-2-PI | alpha-2-AP | PLI | serpin F2 | API | serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 | plasmin inhibitor | alpha-2-plasmin inhibitor | alpha-2-antiplasmin | AAP | serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 | A2AP	MGI:107173:Serpinf2
HGNC:9076	HGNC:9076	PLIN1	perilipin 1	Homo sapiens	5346	ENSG00000166819	O60240 | H0YM16	PTHR47138	FPLD4 | PLIN | perilipin-1 | PERI | lipid droplet-associated protein	MGI:1890505:Plin1
HGNC:9077	HGNC:9077	PLK1	polo like kinase 1	Homo sapiens	5347	ENSG00000166851	D3DWF3 | P53350 | I3L2H5 | I3L387 | I3L309	PTHR24345	polo (Drosophia)-like kinase | STPK13 | cell cycle regulated protein kinase | PLK | serine/threonine-protein kinase 13 | polo-like kinase 1 | polo like kinase | PLK-1 | serine/threonine-protein kinase PLK1	MGI:97621:Plk1
HGNC:9080	HGNC:9080	PLN	phospholamban	Homo sapiens	5350	ENSG00000198523	Q5R352 | P26678	PTHR21194	cardiac phospholamban | PLB | CMD1P | CMH18	MGI:97622:Pln
HGNC:9081	HGNC:9081	PLOD1	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	Homo sapiens	5351	ENSG00000083444	Q5JXB7 | A0A024R4H0 | Q02809 | Q5JXB8	N.A.	FLJ42041 | EDS6 | LLH | EDSKCL1 | LH | PLOD | lysine hydroxylase | lysyl hydroxlase 1 | procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 | LH1 | procollagen-lysine, 2-oxoglutarate 5-dioxygenase | procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	MGI:99907:Plod1
HGNC:9082	HGNC:9082	PLOD2	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	Homo sapiens	5352	ENSG00000152952	Q96QU5 | Q96AR9 | O00469 | C9JXZ0 | F8WEW3 | E7ETU9	N.A.	lysyl hydroxlase 2 | LH2 | TLH | lysyl hydroxylase 2 | BRKS2 | telopeptide lysyl hydroxylase | procollagen-lysine 5-dioxygenase | procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 | lysine hydroxylase 2	MGI:1347007:Plod2
HGNC:9083	HGNC:9083	PLOD3	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	Homo sapiens	8985	ENSG00000106397	H7C2V1 | O60568 | Q9UG85 | H7C2S8 | H7C0B8 | H7C2A8 | C9JIX5 | C9JU11	N.A.	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 | lysine hydroxylase 3 | multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 | lysyl hydroxlase 3 | lysyl hydroxylase 3 | LH3	MGI:1347008:Plod3
HGNC:9086	HGNC:9086	PLP1	proteolipid protein 1	Homo sapiens	5354	ENSG00000123560	B1B1G3 | B1B1G4 | A8K9L3 | B4DI30 | B1B1G1 | B1B1G2 | A0A0S2Z4D4 | B1B1G6 | P60201	PTHR11683	myelin proteolipid protein | lipophilin | MMPL | proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated) | HLD1 | PLP/DM20 | SPG2 | proteolipid protein | PMD | major myelin proteolipid protein | GPM6C | PLP	MGI:97623:Plp1
HGNC:9087	HGNC:9087	PLP2	proteolipid protein 2	Homo sapiens	5355	ENSG00000102007	A0A024QYW3 | Q04941	N.A.	differentiation-dependent protein A4 | A4 | MGC126187 | A4-LSB | A4 differentiation-dependent protein | proteolipid protein 2 (colonic epithelium-enriched) | A4LSB | intestinal membrane A4 protein	MGI:1298382:Plp2
HGNC:9089	HGNC:9089	PLRG1	pleiotropic regulator 1	Homo sapiens	5356	ENSG00000171566	O43660 | H0YA24 | B7Z982 | D6RA26 | H0YAA2 | D6RE04	N.A.	pleiotropic regulator 1 (PRL1, Arabidopsis homolog) | pleiotropic regulator 1 (PRL1 homolog, Arabidopsis) | MGC110980 | TANGO4 | PRPF46 | Cwc1 | PRL1 | Prp46 | transport and golgi organization 4 homolog	MGI:1858197:Plrg1
HGNC:9090	HGNC:9090	PLS1	plastin 1	Homo sapiens	5357	ENSG00000120756	C9J359 | C9JAM3 | C9JAM8 | C9J0F3 | Q14651 | C9JU08 | C9JYI1 | C9JVY2	PTHR19961	intestine-specific plastin | I plastin | DFNA76 | intestine specific plastin | fimbrin | plastin-1	MGI:104809:Pls1
HGNC:9091	HGNC:9091	PLS3	plastin 3	Homo sapiens	5358	ENSG00000102024	A7E2S2 | P13797 | B4DPW9 | U3KQI3 | A0A0A0MSQ0 | H7C4N2 | F2Z2Z9	PTHR19961	T plastin | plastin-3 | T-plastin | plastin 3 (t-isoform) | DKFZp686G1497 | BMND18 | T fimbrin	MGI:104807:Pls3
HGNC:9092	HGNC:9092	PLSCR1	phospholipid scramblase 1	Homo sapiens	5359	ENSG00000188313	O15162 | Q8WVK1 | C9J0H3 | F2Z3F2 | C9J9P4 | C9JE06 | H7C5I5 | C9J7K9	PTHR23248	erythrocyte phospholipid scramblase | ca(2+)-dependent phospholipid scramblase 1 | PL scramblase 1 | MMTRA1B	MGI:1270860:Plscr2 | MGI:1925709:1700057G04Rik | MGI:893575:Plscr1
HGNC:9093	HGNC:9093	PLTP	phospholipid transfer protein	Homo sapiens	5360	ENSG00000100979	B3KUE5 | P55058	PTHR10504	HDLCQ9 | BPIFE | BPI fold containing family E | lipid transfer protein II	MGI:103151:Pltp
HGNC:9099	HGNC:9099	PLXNA1	plexin A1	Homo sapiens	5361	ENSG00000114554	Q9UIW2	PTHR22625	semaphorin receptor NOV | PLXN1 | NOV | DKFZp761P19121 | plexin 1 | plexin-A1 | NOVP	MGI:107685:Plxna1
HGNC:91	HGNC:91	ACADSB	acyl-CoA dehydrogenase short/branched chain	Homo sapiens	36	ENSG00000196177	A0A0S2Z374 | A0A0S2Z3P9 | P45954	N.A.	2-methyl branched chain acyl-CoA dehydrogenase | 2-MEBCAD | acyl-CoA dehydrogenase, short/branched chain | short/branched chain specific acyl-CoA dehydrogenase, mitochondrial | 2-methylbutyryl-coenzyme A dehydrogenase | acyl-Coenzyme A dehydrogenase, short/branched chain | ACAD7 | SBCAD	MGI:1914135:Acadsb
HGNC:910	HGNC:910	AZGP1	"alpha-2-glycoprotein 1, zinc-binding"	Homo sapiens	563	ENSG00000160862	P25311 | C9JEV0 | A0A140VK00 | A0JLQ0 | H7BZJ8	N.A.	Alpha-2-glycoprotein, zinc | ZAG | zn-alpha-2-glycoprotein | zinc-alpha-2-glycoprotein | Zn-alpha2-glycoprotein | testicular tissue protein Li 227 | zn-alpha-2-GP | alpha-2-glycoprotein 1, zinc | ZA2G	MGI:103163:Azgp1
HGNC:9100	HGNC:9100	PLXNA2	plexin A2	Homo sapiens	5362	ENSG00000076356	O75051	PTHR22625	FLJ30634 | PLXN2 | plexin-A2 | semaphorin receptor OCT | OCT | KIAA0463 | FLJ11751 | plexin 2 | transmembrane protein OCT	MGI:107684:Plxna2
HGNC:9101	HGNC:9101	PLXNA3	plexin A3	Homo sapiens	55558	ENSG00000130827	L8ECH0 | P51805	PTHR22625	XAP-6 | 6.3 | plexin-A3 | semaphorin receptor SEX | plexin-4 | Sex chromosome X transmembrane protein of HGF receptor family 3 | PLXN4 | SEX | PLXN3 | HSSEXGENE	MGI:107683:Plxna3
HGNC:9102	HGNC:9102	PLXNA4	plexin A4	Homo sapiens	91584	ENSG00000221866	A4D1N7 | Q9HCM2 | A0A024R7A6	PTHR22625	plexin A4, A | DKFZp434G0625PRO34003 | DKFZp566O0546 | FLJ35026 | PLXNA4A | plexin-A4 | DKFZp434G0625 | FLJ38287 | PRO34003 | PLEXA4 | FAYV2820 | PLXNA4B	MGI:2179061:Plxna4
HGNC:9103	HGNC:9103	PLXNB1	plexin B1	Homo sapiens	5364	ENSG00000164050	O43157 | A1A4U0 | A0A0B6XK48	PTHR22625	PLXN5 | KIAA0407 | plexin-B1 | MGC149167 | semaphorin receptor SEP | plexin 5 | SEP	MGI:2154238:Plxnb1
HGNC:9104	HGNC:9104	PLXNB2	plexin B2	Homo sapiens	23654	ENSG00000196576	A0A087X000 | H0Y7X5 | E2PU09 | A6QRG9 | O15031 | H0Y6J7 | A0PK02 | Q2TBE4 | A0A087WU36 | A6QRH1	PTHR22625	KIAA0315 | PLEXB2 | dJ402G11.3 | plexin-B2 | MM1 | Nbla00445	MGI:2154239:Plxnb2
HGNC:9105	HGNC:9105	PLXNB3	plexin B3	Homo sapiens	5365	ENSG00000198753	Q9ULL4 | A8K920 | H7BZV5 | H7C3L0 | H7C0P4	PTHR22625	plexin 6 | FLJ76953 | PLEXR | PLEXB3 | plexin-B3 | PLXN6	MGI:2154240:Plxnb3
HGNC:9106	HGNC:9106	PLXNC1	plexin C1	Homo sapiens	10154	ENSG00000136040	F8VUW4 | F8W095 | B4DHQ7 | F5H3A2 | O60486 | F8W1K6	PTHR22625	receptor for virally-encoded semaphorin | CD232 | plexin-C1 | PLXN-C1 | VESPR | virus-encoded semaphorin protein receptor | receptor for viral semaphorin protein | plexin (semaphorin receptor)	MGI:1890127:Plxnc1
HGNC:9107	HGNC:9107	PLXND1	plexin D1	Homo sapiens	23129	ENSG00000004399	Q6P657 | Q9Y4D7 | H0YA64 | H0Y9D1 | D6RH25 | H0YAM9 | H0YAB2	PTHR22625	KIAA0620 | plexin-D1 | MGC75353 | PLEXD1	MGI:2154244:Plxnd1
HGNC:9108	HGNC:9108	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	Homo sapiens	5366	ENSG00000141682	A0A0S2Z4V2 | A0A024R2C2 | A0A0S2Z490 | Q13794	PTHR14299	adult T cell leukemia-derived PMA-responsive | NOXA | immediate-early-response protein APR | PMA-induced protein 1 | APR	MGI:1930146:Pmaip1
HGNC:9109	HGNC:9109	PMCH	pro-melanin concentrating hormone	Homo sapiens	5367	ENSG00000183395	P20382	PTHR12091	pro-melanin-concentrating hormone | MCH | prepro-melanin-concentrating hormone | ppMCH | pro-MCH | prepro-MCH	MGI:97629:Pmch
HGNC:911	HGNC:911	AZGP1P1	AZGP1 pseudogene 1	Homo sapiens	646282	ENSG00000214313	N.A.	N.A.	alpha-2-glycoprotein 1, zinc-binding pseudogene 1	N.A.
HGNC:9110	HGNC:9110	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)	Homo sapiens	5369	ENSG00000168967	Q9NRF0 | Q16048 | Q9BQC4	PTHR12091	N.A.	N.A.
HGNC:9111	HGNC:9111	PMCHL2	pro-melanin concentrating hormone like 2 (pseudogene)	Homo sapiens	5370	ENSG00000169040	Q9BQD1	PTHR12091	N.A.	MGI:97629:Pmch
HGNC:9112	HGNC:9112	PMF1	polyamine modulated factor 1	Homo sapiens	11243	ENSG00000160783	Q6P1K2 | V9GYI0 | V9GYH6	PTHR15459	Est1p-like protein B (EST1B) | polyamine-modulated factor 1	MGI:1914287:Pmf1
HGNC:9113	HGNC:9113	PML	PML nuclear body scaffold	Homo sapiens	5371	ENSG00000140464	H3BRN3 | A4VCI9 | Q9UE85 | H3BT57 | H3BT29 | P29590 | H3BVD2 | H3BUJ5	N.A.	PML/RARA fusion | RING finger protein 71 | promyelocytic leukemia protein | tripartite motif protein TRIM19 | probable transcription factor PML | tripartite motif-containing protein 19 | PP8675 | RNF71 | promyelocytic leukemia | TRIM19 | promyelocytic leukemia, inducer of | MYL	MGI:104662:Pml
HGNC:9114	HGNC:9114	PMM1	phosphomannomutase 1	Homo sapiens	5372	ENSG00000100417	Q92871 | A0A024R1U5 | F8WFD5	PTHR10466	PMM 1 | Sec53 | brain glucose-1,6-bisphosphatase | PMMH-22	MGI:1353418:Pmm1
HGNC:9115	HGNC:9115	PMM2	phosphomannomutase 2	Homo sapiens	5373	ENSG00000140650	H3BM92 | H3BNY9 | H3BPH4 | H3BRM0 | A0A0S2Z4J6 | O15305 | A0A291FGD1 | H3BT06 | H3BV55 | H3BV34 | Q59F02 | H3BR08	PTHR10466	PMI | mannose-6-phosphate isomerase | CDG1 | CDGS | PMI1 | phosphomannose isomerase 1 | PMM 2 | CDG1a	MGI:1859214:Pmm2
HGNC:9116	HGNC:9116	PMM2P1	phosphomannomutase 2 pseudogene 1	Homo sapiens	390831	ENSG00000265038	N.A.	N.A.	N.A.	N.A.
HGNC:9117	HGNC:9117	PMP2	peripheral myelin protein 2	Homo sapiens	5375	ENSG00000147588	P02689 | E5RH45	PTHR11955	P2 | FABP8 | MP2 | CMT1G | M-FABP | myelin P2 protein	MGI:102667:Pmp2
HGNC:9118	HGNC:9118	PMP22	peripheral myelin protein 22	Homo sapiens	5376	ENSG00000109099	A8MU75 | A0A2R8Y5L5 | Q01453 | D3DTS7 | J3KQW0 | J3KT36 | Q6FH25 | J3QS08	PTHR10671	GAS3 | DSS | PMP-22 | growth arrest-specific 3 | MGC20769 | GAS-3 | HMSNIA | CMT1E | Sp110 | CMT1A | HNPP | Charcot-Marie-Tooth neuropathy 1A (greatly reduced nerve conduction velocity, hereditary motor sensory neuropathy Ia) | CIDP | peripheral myelin protein 22 kDa | growth arrest-specific protein 3	MGI:97631:Pmp22
HGNC:9119	HGNC:9119	PMPCB	"peptidase, mitochondrial processing subunit beta"	Homo sapiens	9512	ENSG00000105819	G3V0E4 | B3KM34 | F8WEA6 | O75439 | F8WEC8 | F8WBE1 | F8WAZ6 | Q96CP5	PTHR11851	mitochondrial processing peptidase beta subunit | P-52 | mitochondrial processing peptidase beta | peptidase (mitochondrial processing) beta | mitochondrial-processing peptidase subunit beta | MPPB | MPP11 | MPPP52 | peptidase, mitochondrial processing beta subunit | Beta-MPP | MAS1	MGI:1920328:Pmpcb
HGNC:912	HGNC:912	AZGP1P2	AZGP1 pseudogene 2	Homo sapiens	401393	ENSG00000214252	N.A.	N.A.	alpha-2-glycoprotein 1, zinc-binding pseudogene 2	N.A.
HGNC:9121	HGNC:9121	PMS1	"PMS1 homolog 1, mismatch repair system component"	Homo sapiens	5378	ENSG00000064933	Q5XG96 | B4DIH7 | I6L9H5 | E9PH88 | C9J4L1 | E9PC40 | E9PC65 | B7ZAA0 | F8W8L1 | Q3BDU3 | Q5FBZ7 | C9JKP0 | Q5FBZ9 | Q5FBZ4 | Q3BDU4 | Q5FBZ1 | Q5FBZ2 | Q5FBZ5 | P54277 | C9JF76	PTHR10073	rhabdomyosarcoma antigen MU-RMS-40.10B | mismatch repair gene PMSL1 | PMS1 protein homolog 1 | FLJ98259 | hPMS1 | HNPCC3 | rhabdomyosarcoma antigen MU-RMS-40.10E | DKFZp781M0253 | DNA mismatch repair protein PMS1 | PMSL1 | human homolog of yeast mutL | MLH2 | PMS1 postmeiotic segregation increased 1	MGI:1202302:Pms1
HGNC:9122	HGNC:9122	PMS2	"PMS1 homolog 2, mismatch repair system component"	Homo sapiens	5395	ENSG00000122512	A5YRY4 | Q5FBW7 | Q5FBW8 | Q5FBX0 | A0A2R8Y6S3 | P54278 | Q7Z3Q2 | B4DGM0 | C9J167	PTHR10073	DNA mismatch repair protein PMS2 | MLH4 | H_DJ0042M02.9 | PMS1 protein homolog 2 | postmeiotic segregation increased 2 nirs variant 6 | PMS2 postmeiotic segregation increased 2 | HNPCC4 | PMSL2 | mismatch repair endonuclease PMS2 | PMS2CL	MGI:104288:Pms2
HGNC:9123	HGNC:9123	PMS2P1	"PMS1 homolog 2, mismatch repair system component pseudogene 1"	Homo sapiens	5379	ENSG00000078319	A4D2B8	PTHR10073	PMSR1 | PMSR2 | PMS8 | PMS2L1 | PMS2L8 | postmeiotic segregation increased 2-like 7 | PMS3 | PMS2L6 | PMS2L7 | postmeiotic segregation increased 2-like 8 | PMS2L13	N.A.
HGNC:9124	HGNC:9124	PMS2P10	"PMS1 homolog 2, mismatch repair system component pseudogene 10"	Homo sapiens	100288713	ENSG00000276840	L0R8C0	N.A.	PMS2L10 | PMSR4	N.A.
HGNC:9125	HGNC:9125	PMS2P11	"PMS1 homolog 2, mismatch repair system component pseudogene 11"	Homo sapiens	107161145	ENSG00000241350	Q13670	PTHR15446	PMS2L11 | PMSR6	N.A.
HGNC:9126	HGNC:9126	GIGYF1	GRB10 interacting GYF protein 1	Homo sapiens	64599	ENSG00000146830	A2VDH9 | O75420	N.A.	postmeiotic segregation increased 2-like 12 | PERQ1 | GYF1 | GRB10-interacting GYF protein 1 | PERQ amino acid-rich with GYF domain-containing protein 1 | PERQ amino acid rich, with GYF domain 1 | GYF domain containing 1	MGI:1888677:Gigyf1
HGNC:9127	HGNC:9127	PMS2P2	"PMS1 homolog 2, mismatch repair system component pseudogene 2"	Homo sapiens	5380	ENSG00000278416	O95744	PTHR10073	PMS4 | PMS2L2	N.A.
HGNC:9128	HGNC:9128	PMS2P3	"PMS1 homolog 2, mismatch repair system component pseudogene 3"	Homo sapiens	5387	ENSG00000127957	Q13401	PTHR10073	PMS2L9 | PMSR3 | PMS2L3 | PMS5 | MGC126647	N.A.
HGNC:9129	HGNC:9129	PMS2P4	"PMS1 homolog 2, mismatch repair system component pseudogene 4"	Homo sapiens	5382	ENSG00000067601	N.A.	N.A.	PMS2L4 | PMS6	N.A.
HGNC:913	HGNC:913	AZU1	azurocidin 1	Homo sapiens	566	ENSG00000278624	P20160 | A0A087WXP0 | Q86SR2	N.A.	HUMAZUR | hHBP | CAP37 | heparin-binding protein | NAZC | cationic antimicrobial protein 37 | azurocidin | neutrophil azurocidin | HBP | cationic antimicrobial protein CAP37 | AZU | AZAMP	N.A.
HGNC:9130	HGNC:9130	PMS2P5	"PMS1 homolog 2, mismatch repair system component pseudogene 5"	Homo sapiens	5383	ENSG00000123965	A8MQ11	PTHR10073	MGC34222 | PMS7 | PMS2L5	N.A.
HGNC:9135	HGNC:9135	PMS2P9	"PMS1 homolog 2, mismatch repair system component pseudogene 9"	Homo sapiens	100132832	ENSG00000233448	N.A.	N.A.	PMSR5 | PMS2LP1 | PMS2L17	N.A.
HGNC:9137	HGNC:9137	EXOSC9	exosome component 9	Homo sapiens	5393	ENSG00000123737	D6RIY6 | D6RAP4 | Q06265 | A5PLM5 | D6RA17 | D6R905 | B4DXG8 | H0Y9L5	N.A.	exosome complex exonuclease RRP45 | P75 polymyositis-scleroderma overlap syndrome-associated autoantigen | P75 polymyositis-scleroderma overlap syndrome associated autoantigen | exosome complex component RRP45 | p5 | PMSCL autoantigen, 75kD | p6 | autoantigen PM/Scl 1 | Rrp45p | RRP45 | polymyositis/scleroderma autoantigen 1 | polymyositis/scleroderma autoantigen 1 (75kD) | polymyositis/scleroderma autoantigen 1, 75kDa | PM/Scl-75 | PMSCL1 | polymyositis/scleroderma autoantigen 75 kDa | PCH1D	MGI:1355319:Exosc9
HGNC:9138	HGNC:9138	EXOSC10	exosome component 10	Homo sapiens	5394	ENSG00000171824	Q01780 | L8E6Y6 | Q96G78 | K7EJ37	N.A.	p2 | autoantigen PM-SCL | PMSCL2 | autoantigen PM/Scl 2 | PM/Scl-100 | P100 polymyositis-scleroderma overlap syndrome-associated autoantigen | Rrp6p | RRP6 | polymyositis/scleroderma autoantigen 2 (100kD) | polymyositis/scleroderma autoantigen 2 | p4 | polymyositis/scleroderma autoantigen 2, 100kDa | polymyositis/scleroderma autoantigen 100 kDa | PM-Scl | PMSCL | p3	MGI:1355322:Exosc10
HGNC:914	HGNC:914	B2M	beta-2-microglobulin	Homo sapiens	567	ENSG00000273686	K7N5M4 | K7N5M3 | J3KNU0 | H0YLF3 | F5H6I0 | P61769 | Q16446	PTHR19944	beta chain of MHC class I molecules | IMD43 | beta-2-microglobin | beta-2 microglobulin	MGI:88127:B2m
HGNC:9141	HGNC:9141	PMVK	phosphomevalonate kinase	Homo sapiens	10654	ENSG00000163344	Q15126 | Q6FGV9	PTHR13101	HUMPMKI | PMKA | testis tissue sperm-binding protein Li 95mP | PMKASE | PMK | hPMK | POROK1	MGI:1915853:Pmvk
HGNC:9142	HGNC:9142	PRRX1	paired related homeobox 1	Homo sapiens	5396	ENSG00000116132	P54821 | G3V2N3	N.A.	paired mesoderm homeo box 1 | paired mesoderm homeobox 1 isoform pmx-1b | PMX1 | AGOTC | paired-related homeobox protein 1 | PRX1 | PHOX1 | PRX-1 | paired mesoderm homeobox protein 1 | homeobox protein PHOX1	MGI:97712:Prrx1
HGNC:9143	HGNC:9143	PHOX2B	paired like homeobox 2B	Homo sapiens	8929	ENSG00000109132	A0A455R6J4 | A0A5A4PVW8 | Q99453	N.A.	PHOX2B homeodomain protein | neuroblastoma Phox | PMX2B | paired-like homeobox 2b | paired like homeobox2B | NBLST2 | paired mesoderm homeobox protein 2B | paired mesoderm homeobox 2b | NBPhox | CCHS | neuroblastoma paired-type homeobox protein	MGI:1100882:Phox2b
HGNC:9153	HGNC:9153	PNKD	PNKD metallo-beta-lactamase domain containing	Homo sapiens	25953	ENSG00000127838	Q8N490 | A0A024R415 | L8EAT5	N.A.	MR-1 | PKND1 | FPD1 | myofibrillogenesis regulator 1 | KIAA1184 | probable hydrolase PNKD | PNKD1 | DYT8 | PNKD, MBL domain containing | FKSG19 | MR-1S | MGC31943 | R1 | brain protein 17 | MR1 | TAHCCP2 | paroxysmal nonkinesigenic dyskinesia | DKFZp564N1362 | BRP17 | PDC | trans-activated by hepatitis C virus core protein 2 | KIPP1184	MGI:1930773:Pnkd
HGNC:9154	HGNC:9154	PNKP	polynucleotide kinase 3'-phosphatase	Homo sapiens	11284	ENSG00000039650	M0QYI1 | M0R000 | Q96T60 | A0A0D9SEV0 | A0A0D9SFL2 | A0A0D9SFU1 | A0A1B0GU66 | A0A1B0GVJ3 | A0A1B0GW17 | A0A1B0GW61 | A0A1W2PP58 | A0A1S5RA93 | A0A224AHB5 | A0A224APX3 | M0QYH2 | M0QX49 | M0R097 | M0R3C8 | A0A0D9SFD6	N.A.	AOA4 | MCSZ | polynucleotide kinase 3-prime-phosphatase | bifunctional polynucleotide phosphatase/kinase | CMT2B2 | EIEE10 | DNA 5'-kinase/3'-phosphatase | PNK | polynucleotide kinase-3'-phosphatase | Homo sapiens polynucleotide kinase 3'-phosphatase (PNKP)	MGI:1891698:Pnkp
HGNC:9155	HGNC:9155	PNLIP	pancreatic lipase	Homo sapiens	5406	ENSG00000175535	P16233	PTHR11610	pancreatic triacylglycerol lipase | PNLIPD | triacylglycerol lipase | PTL | PL | triacylglycerol acylhydrolase	MGI:97722:Pnlip
HGNC:9156	HGNC:9156	PNLIPRP1	pancreatic lipase related protein 1	Homo sapiens	5407	ENSG00000187021	E9PMX6 | E7EX42 | E9PMA6 | E9PR20 | E9PJC9 | P54315 | H0YDY1 | E9PRT6	PTHR11610	PLRP1 | inactive pancreatic lipase-related protein 1 | PL-RP1 | pancreatic lipase-related protein 1	MGI:97723:Pnliprp1
HGNC:9157	HGNC:9157	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	Homo sapiens	5408	ENSG00000266200	A0A087WX88 | P54317	PTHR11610	galactolipase | pancreatic lipase-related protein 2 | PL-RP2 | PLRP2	MGI:1336202:Pnliprp2
HGNC:9158	HGNC:9158	PNMA1	PNMA family member 1	Homo sapiens	9240	ENSG00000176903	Q8ND90 | Q6IAP2	PTHR23095	paraneoplastic neuronal antigen MA1 | paraneoplastic antigen Ma1 | 37 kDa neuronal protein | paraneoplastic Ma antigen 1 | neuron- and testis-specific protein 1 | MA1	MGI:2180564:Pnma1
HGNC:9159	HGNC:9159	PNMA2	PNMA family member 2	Homo sapiens	10687	ENSG00000240694	Q9UL42 | Q5U5Z3	PTHR23095	paraneoplastic neuronal antigen MM2 | paraneoplastic Ma antigen 2 | paraneoplastic antigen Ma2 | RGAG2 | 40 kDa neuronal protein | retrotransposon gag domain containing 2 | MM2 | KIAA0883 | onconeuronal antigen MA2 | MA2	MGI:2444129:Pnma2
HGNC:916	HGNC:916	B3GALT1	"beta-1,3-galactosyltransferase 1"	Homo sapiens	8708	ENSG00000172318	Q9Y5Z6	PTHR11214	beta-3-galt1 | UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1 | beta3GalT1 | UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 | beta-1,3-GalTase 1 | UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase 1 | MGC126594 | beta3Gal-T1	MGI:1349403:B3galt1
HGNC:9160	HGNC:9160	PNMT	phenylethanolamine N-methyltransferase	Homo sapiens	5409	ENSG00000141744	Q6FHD9 | P11086 | A8MT87 | J3QRI3	PTHR10867	PENT | phenylethanolamine N-methylase | PNMTase | noradrenaline N-methyltransferase | MGC34570	MGI:97724:Pnmt
HGNC:9162	HGNC:9162	PNN	"pinin, desmosome associated protein"	Homo sapiens	5411	ENSG00000100941	G3V579 | Q9H307 | G3V5F0	PTHR12707	DRS | memA | 140 kDa nuclear and cell adhesion-related phosphoprotein | pinin | desmosome-associated protein | DRSP | domain-rich serine protein | SDK3 | melanoma metastasis clone A protein | nuclear protein SDK3 | SR-like protein | neutrophil protein	MGI:1100514:Pnn
HGNC:9163	HGNC:9163	PNOC	prepronociceptin	Homo sapiens	5368	ENSG00000168081	Q9BYY3 | Q13519 | E7EVP0	PTHR11438	NOP | OFQ | nocistatin | pre-pro-N/OFQ | orphanin FQ | nociceptin | ppN/OFQ | PPNOC | N/OFQ | pronociceptin | propronociceptin	MGI:105308:Pnoc
HGNC:9164	HGNC:9164	SEPTIN5	septin 5	Homo sapiens	5413	ENSG00000284874	B4DJ62 | Q99719 | X5DNA9 | G3XAH0 | F8W9E5 | E7EPG2 | E7EX32 | C9JM82 | E7EQM7 | H7C299	PTHR18884	platelet glycoprotein Ib beta chain | CDCREL | CDCREL-1 | H5 | PNUTL1 | septin-5 | CDCREL1 | peanut-like 1 | SEPT5 | cell division control related protein 1 | HCDCREL-1	MGI:1195461:Septin5
HGNC:9165	HGNC:9165	SEPTIN4	septin 4	Homo sapiens	5414	ENSG00000108387	J3KS85 | J3QLR2 | O43236 | Q8NEP4 | A0A5F9ZHH3 | A0A5F9ZHS9 | J3QRT6 | J3QRS4 | J3KS26 | J3KSZ7 | J3QRU3 | J3QLA8	PTHR18884	hCDCREL-2 | septin-4 | SEP4 | peanut-like protein 2 | H5 | CE5B3 | CE5B3 beta | MART | FLJ40121 | cell division control-related protein 2 | SEPT4 | uncharacterized protein C17orf47 | ARTS | bradeion beta | septin-M | apoptosis-related protein in the TGF-beta signaling pathway | hypothetical protein LOC284083 | cerebral protein 7 | brain protein H5 | peanut-like 2 | PNUTL2 | chromosome 17 open reading frame 47 | C17orf47 | hucep-7 | BRADEION	MGI:1270156:Septin4
